"","chrstrandcoord","gene","dry_seed1","dry_seed2","dry_seed3","shoot1","shoot2","shoot3","leaf_20days1","leaf_20days2","leaf_20days3","leaf_60days1","leaf_60days2","leaf_60days3","root_5days1","root_5days2","root_5days3","anther1","anther2","anther3","mature_pollen1","mature_pollen2","mature_pollen3","pistil1","pistil2","pistil3"
"1350","Chr10+10939127","LOC_Os10g21360",5,3,1,19,12,1,0,0,3,2,5,3,4,11,5,20,19,18,5,6,11,12,12,15
"1351","Chr10-12113419","LOC_Os10g23220",1,1,3,0,0,2,0,4,5,1,1,1,1,3,2,0,1,1,0,0,0,0,1,0
"1352","Chr10-12113671","LOC_Os10g23220",85,90,85,164,164,170,204,206,218,138,157,158,187,159,190,128,112,123,293,30,219,174,168,186
"1353","Chr10-14434210","LOC_Os10g27350",24,5,1,1,1,0,0,1,2,1,2,1,6,6,1,6,10,14,0,0,0,5,6,5
"1354","Chr10-14433996","LOC_Os10g27350",2,3,4,1,1,1,0,0,0,2,0,0,2,0,4,9,0,2,0,0,0,4,5,2
"1355","Chr10-14433939","LOC_Os10g27350",6,7,16,0,1,1,4,3,6,3,2,3,8,3,4,11,13,12,0,0,0,3,3,2
"1356","Chr10-14434091","LOC_Os10g27350",3,1,4,0,0,0,1,1,0,0,0,0,0,0,0,3,1,1,0,0,0,3,1,1
"1357","Chr10+14735849","LOC_Os10g28320",1,7,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,14,7,0,0,0
"1358","Chr10+14736607","LOC_Os10g28320",1,4,3,26,32,23,8,14,20,15,14,15,24,35,40,3,5,4,17,10,43,18,8,8
"1359","Chr10-15806659","LOC_Os10g30410",0,0,0,0,0,0,0,0,0,2,3,1,7,5,6,0,0,0,0,0,0,0,0,0
"1360","Chr10-15808091","LOC_Os10g30410",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1361","Chr10+16185233","LOC_Os10g31000",4,2,2,0,1,0,8,4,7,6,5,5,5,3,3,8,6,7,160,188,251,1,0,1
"1362","Chr10+16184930","LOC_Os10g31000",457,759,536,285,262,284,253,306,308,242,254,256,442,426,406,338,373,266,160,16,65,137,91,124
"1363","Chr10+16185132","LOC_Os10g31000",1,0,2,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1364","Chr10-17365233","LOC_Os10g33140",0,1,5,1,1,1,0,0,2,6,5,5,0,0,0,0,0,0,0,0,0,0,0,1
"1365","Chr10-17365058","LOC_Os10g33140",1,3,0,9,21,4,11,10,12,47,58,52,5,6,5,1,3,3,10,24,8,2,0,2
"1366","Chr10-18852127","LOC_Os10g35280",6,3,3,5,3,6,0,2,1,3,1,1,6,3,8,4,4,3,0,0,0,18,14,11
"1367","Chr10-18852306","LOC_Os10g35280",68,54,57,32,33,33,41,15,22,35,39,38,65,65,71,43,42,32,19,26,5,102,89,88
"1368","Chr10-20398744","LOC_Os10g38090",0,0,0,0,0,0,0,0,0,1,1,1,12,5,5,0,0,0,0,0,0,0,0,0
"1369","Chr10-20394794","LOC_Os10g38090",3,0,3,7,8,9,1,0,3,2,1,6,182,174,194,0,1,2,24,12,23,0,0,0
"1370","Chr10-20398654","LOC_Os10g38090",0,0,0,0,1,0,4,0,2,1,2,1,2,4,5,0,0,0,8,13,2,0,0,0
"1371","Chr10-20394583","LOC_Os10g38090",0,0,0,0,0,0,0,0,0,2,0,2,6,6,7,0,0,0,0,0,0,0,0,0
"1372","Chr10+21297464","LOC_Os10g39780",25,33,32,67,50,61,51,33,13,42,27,39,93,40,28,63,67,56,51,53,76,132,116,131
"1373","Chr10+21296001","LOC_Os10g39780",3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1374","Chr10+21297186","LOC_Os10g39780",7,5,2,0,0,0,0,0,1,0,0,0,0,3,2,2,1,0,0,0,0,4,2,0
"1375","Chr10+21296057","LOC_Os10g39780",0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1
"1376","Chr10+21419826","LOC_Os10g39980",5,0,0,0,0,0,0,0,0,1,1,2,199,254,240,4,4,7,35,42,0,1,2,1
"1377","Chr10+21418944","LOC_Os10g39980",1,0,1,1,1,1,2,0,0,3,4,3,2,1,0,0,0,1,41,45,31,0,0,0
"1378","Chr10+21419454","LOC_Os10g39980",0,0,0,0,0,0,0,0,0,0,0,0,6,11,11,0,1,0,0,0,0,0,0,0
"1379","Chr10-22128462","LOC_Os10g41200",99,91,105,92,104,89,477,515,523,537,329,668,47,52,54,153,153,145,400,250,55,138,132,132
"1380","Chr10-22128231","LOC_Os10g41200",5,7,3,1,0,1,2,3,4,5,4,11,1,0,0,5,1,3,0,0,0,1,0,0
"1381","Chr10+22277853","LOC_Os10g41440",182,179,182,96,74,72,90,76,63,69,63,67,72,67,61,42,45,43,48,114,103,58,54,56
"1382","Chr10+22277999","LOC_Os10g41440",40,28,17,12,43,36,14,53,51,37,69,37,38,37,50,11,17,13,25,64,31,38,24,33
"1383","Chr10-22777648","LOC_Os10g42299",13,14,14,29,19,26,0,2,2,4,4,4,99,99,98,152,132,121,433,74,317,1,8,17
"1384","Chr10-22774960","LOC_Os10g42299",0,4,3,346,342,344,2080,2169,1807,1439,974,883,47,45,42,5,3,4,52,153,125,9,10,9
"1385","Chr10-22777387","LOC_Os10g42299",7,8,21,9,7,3,0,0,0,3,4,0,36,28,36,8,5,4,6,21,13,1,1,1
"1386","Chr10-22777155","LOC_Os10g42299",16,13,13,4,4,6,0,0,0,1,0,1,43,53,25,2,2,3,0,0,0,0,1,3
"1387","Chr10+22935980","LOC_Os10g42520",0,0,0,15,18,11,3,2,1,0,1,0,4,4,4,0,1,0,0,0,0,5,12,0
"1388","Chr10+22935741","LOC_Os10g42520",0,1,0,33,17,23,5,11,10,6,3,6,2,3,6,10,9,1,26,49,59,34,45,38
"1389","Chr10-23037176","LOC_Os10g42710",0,0,0,0,4,3,0,0,0,0,0,0,0,4,2,0,0,0,3,2,0,0,0,2
"1390","Chr10-23035366","LOC_Os10g42710",154,297,223,468,483,488,718,680,728,953,899,859,447,454,443,271,235,301,322,360,336,233,243,259
"1391","Chr10-23037915","LOC_Os10g42710",4,4,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1392","Chr11-304779","LOC_Os11g01530",2,1,2,0,1,0,19,13,17,49,65,76,2,2,2,16,9,15,16,6,8,2,2,1
"1393","Chr11-305061","LOC_Os11g01530",43,70,56,99,77,88,201,189,182,738,768,757,26,24,20,118,89,105,118,15,134,68,77,72
"1394","Chr11-306384","LOC_Os11g01530",2,0,0,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,10,1,5,0,0,0
"1395","Chr11-605820","LOC_Os11g02180",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1396","Chr11-602761","LOC_Os11g02180",0,0,0,0,0,1,5,4,0,2,0,0,0,0,0,1,0,0,5,14,0,2,1,0
"1397","Chr11-947702","LOC_Os11g02830",0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,10,1,0,0
"1398","Chr11-947562","LOC_Os11g02830",0,2,2,4,2,3,0,0,1,0,0,0,2,2,3,1,1,2,0,0,0,5,5,5
"1399","Chr11+2237175","LOC_Os11g05100",5,0,4,1,4,1,5,2,3,2,1,0,2,4,2,0,1,0,2,9,5,0,0,0
"1400","Chr11+2239027","LOC_Os11g05100",43,46,42,57,56,77,35,32,33,16,21,37,63,36,69,36,73,67,639,593,623,44,49,47
"1401","Chr11+2239156","LOC_Os11g05100",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,2,9,5,9,0,0,0
"1402","Chr11+2238761","LOC_Os11g05100",10,0,3,2,3,2,0,1,0,0,0,0,3,2,3,2,1,2,21,6,10,0,0,0
"1403","Chr11-2748523","LOC_Os11g05870",12,18,12,7,6,4,0,2,1,5,1,7,9,9,16,7,16,12,1,5,0,6,6,6
"1404","Chr11-2746377","LOC_Os11g05870",30,27,40,61,70,62,23,13,17,25,25,22,56,54,57,61,62,61,29,18,21,74,76,76
"1405","Chr11-2748250","LOC_Os11g05870",2,1,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,1,8,7,4,0,0,0
"1406","Chr11+3338754","LOC_Os11g06810",5,8,16,4,1,5,6,4,5,1,3,4,3,2,4,7,8,8,17,9,0,5,3,7
"1407","Chr11+3338926","LOC_Os11g06810",0,1,2,6,7,6,20,5,0,9,9,8,16,11,16,11,16,11,0,2,0,15,14,23
"1408","Chr11+3339029","LOC_Os11g06810",0,0,0,3,4,2,10,1,2,4,3,2,3,2,3,4,2,2,0,0,0,1,1,1
"1409","Chr11+4091045","LOC_Os11g07912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,5,1
"1410","Chr11+4090550","LOC_Os11g07912",28,29,18,21,21,18,1,1,0,0,0,0,55,65,65,95,96,104,15,59,0,152,149,160
"1411","Chr11-4866489","LOC_Os11g09140",57,9,37,112,99,98,89,77,73,102,102,99,78,77,78,31,39,37,16,32,61,40,59,51
"1412","Chr11-4866685","LOC_Os11g09140",0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,49,47,6,0,0,0
"1413","Chr11-6204078","LOC_Os11g11210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,15,5,11,5,0,0,0
"1414","Chr11-6202357","LOC_Os11g11210",0,0,0,0,0,1,4,1,2,0,1,0,1,1,1,0,0,1,15,5,5,0,0,0
"1415","Chr11-6204643","LOC_Os11g11210",13,17,8,0,0,0,0,0,0,0,1,0,1,2,0,3,18,11,40,46,37,2,1,2
"1416","Chr11-6204288","LOC_Os11g11210",1,0,1,0,0,0,0,0,0,2,1,0,2,3,1,9,17,14,25,15,31,1,0,0
"1417","Chr11-6201124","LOC_Os11g11210",0,0,0,32,27,25,37,49,43,31,31,28,3,1,3,2,2,1,0,0,0,1,5,2
"1418","Chr11-6201292","LOC_Os11g11210",1,1,0,20,22,21,31,37,18,42,50,36,3,0,4,2,0,1,2,5,1,6,5,7
"1419","Chr11-8169430","LOC_Os11g14544",16,17,6,0,0,0,5,7,12,0,1,0,1,1,2,1,1,1,0,0,0,0,1,0
"1420","Chr11-8169613","LOC_Os11g14544",0,0,0,0,0,0,1,0,0,4,4,1,1,2,3,2,3,6,7,15,12,2,3,1
"1421","Chr11-8163386","LOC_Os11g14544",266,293,264,160,145,142,621,654,721,797,801,799,125,175,155,326,319,318,41,81,247,312,287,292
"1422","Chr11-8165977","LOC_Os11g14544",10,6,5,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1
"1423","Chr11-8163269","LOC_Os11g14544",0,0,0,6,1,1,3,3,3,5,4,2,0,0,0,1,1,3,0,0,0,1,0,0
"1424","Chr11+9810447","LOC_Os11g17600",0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,28,29,29,6,8,18,1,0,0
"1425","Chr11+9810290","LOC_Os11g17600",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,15,15,10,7,21,0,0,0
"1426","Chr11+9810001","LOC_Os11g17600",1,6,6,7,5,6,3,2,0,1,0,0,4,3,5,363,389,366,22,169,73,6,3,6
"1427","Chr11+9806650","LOC_Os11g17600",2,0,1,1,1,1,0,0,0,3,0,3,0,1,0,0,2,2,2,1,0,0,0,0
"1428","Chr11+9809923","LOC_Os11g17600",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,44,44,52,6,12,5,3,4,3
"1429","Chr11+11411296","LOC_Os11g19800",4,3,0,11,10,7,6,9,3,10,8,3,4,18,9,8,8,8,26,5,10,8,9,3
"1430","Chr11+11411169","LOC_Os11g19800",18,15,11,23,31,33,39,42,41,31,35,34,21,20,15,51,53,49,32,15,42,53,63,71
"1431","Chr11+15462352","LOC_Os11g26910",1040,1035,1034,1026,1017,1025,1231,1139,1158,1163,1317,1170,1050,1163,1338,1305,1197,1340,1341,1072,1369,1362,1424,1041
"1432","Chr11+15460358","LOC_Os11g26910",1,0,1,1,3,0,4,3,1,1,3,0,5,3,4,1,4,1,0,0,0,1,2,1
"1433","Chr11+15668262","LOC_Os11g27240",1,3,1,2,2,5,0,0,0,0,0,0,2,0,2,0,0,3,0,0,0,0,0,0
"1434","Chr11+15669323","LOC_Os11g27240",7,4,3,5,3,1,0,0,0,0,0,0,0,0,0,7,6,9,0,0,0,0,0,0
"1435","Chr11+15669104","LOC_Os11g27240",0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,26,3,28,0,0,0
"1436","Chr11+17725679","LOC_Os11g30484",6,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1437","Chr11+17725443","LOC_Os11g30484",59,46,64,16,12,21,29,30,24,53,38,38,19,17,17,21,21,28,0,0,32,36,36,11
"1438","Chr11-19533690","LOC_Os11g33050",31,27,30,5,7,2,5,7,5,3,3,1,7,9,11,13,13,9,0,0,0,7,7,15
"1439","Chr11-19533619","LOC_Os11g33050",4,28,46,8,6,7,19,28,26,2,8,11,8,10,22,12,10,17,3,3,4,39,28,9
"1440","Chr11-19956771","LOC_Os11g34110",0,0,0,104,132,82,250,211,211,135,134,110,2,14,13,54,64,57,4,4,2,572,549,542
"1441","Chr11-19961262","LOC_Os11g34110",0,0,0,1,1,0,2,2,0,2,0,0,0,0,0,2,0,1,6,4,1,0,0,0
"1442","Chr11-20030035","LOC_Os11g34210",7,3,5,5,3,7,2,1,3,5,2,2,0,0,0,2,1,3,0,0,0,4,2,3
"1443","Chr11-20029922","LOC_Os11g34210",8,0,11,200,196,190,58,51,68,69,67,68,45,33,38,47,36,38,38,11,26,59,35,47
"1444","Chr11+23217430","LOC_Os11g38990",9,12,8,62,68,54,119,58,110,53,64,76,79,84,100,41,57,45,37,13,65,47,35,38
"1445","Chr11+23215966","LOC_Os11g38990",2,1,2,1,1,2,1,0,2,0,0,1,0,0,0,3,2,0,0,1,1,3,6,3
"1446","Chr11-26553199","LOC_Os11g43970",72,72,77,0,1,0,5,6,5,5,8,6,3,2,1,32,38,20,57,49,23,8,8,9
"1447","Chr11-26563294","LOC_Os11g43970",2,1,2,3,5,5,6,2,9,4,2,1,4,5,3,2,3,1,21,18,23,1,1,1
"1448","Chr11-26553039","LOC_Os11g43970",190,218,265,119,128,113,214,214,204,230,206,188,142,96,140,196,187,170,175,83,162,87,102,96
"1449","Chr12-954490","LOC_Os12g02720",6,3,1,0,1,3,3,7,2,8,9,8,4,2,1,3,7,3,0,0,0,5,6,8
"1450","Chr12-954320","LOC_Os12g02720",0,0,0,0,0,0,4,1,1,0,0,0,0,0,1,2,1,2,0,12,4,0,0,3
"1451","Chr12+1807491","LOC_Os12g04260",6,9,11,50,35,30,52,35,31,19,21,21,3,3,6,23,15,20,34,9,0,23,17,18
"1452","Chr12+1807390","LOC_Os12g04260",4,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"1453","Chr12-2012887","LOC_Os12g04740",5,6,9,12,9,18,3,0,0,6,6,2,29,27,26,6,2,3,0,0,0,25,34,26
"1454","Chr12-2013584","LOC_Os12g04740",0,0,0,0,0,0,2,3,1,0,0,0,0,1,1,0,0,0,2,2,1,0,0,0
"1455","Chr12-2012992","LOC_Os12g04740",39,32,30,13,11,12,1,2,6,6,12,7,21,23,25,9,9,10,5,7,8,44,45,44
"1456","Chr12-2215942","LOC_Os12g05050",696,751,637,698,629,755,946,929,1037,1053,1260,1162,732,918,745,32,37,31,81,265,80,73,56,59
"1457","Chr12-2215820","LOC_Os12g05050",12,12,16,0,0,0,2,3,0,0,1,1,3,1,3,0,0,0,0,0,0,0,0,0
"1458","Chr12+3283204","LOC_Os12g06740",48,30,47,12,15,10,32,40,35,46,52,57,7,8,5,14,12,10,1,24,29,17,14,18
"1459","Chr12+3283410","LOC_Os12g06740",1,0,4,1,4,0,1,3,0,8,1,5,1,1,3,2,0,4,30,11,28,0,3,1
"1460","Chr12+3282349","LOC_Os12g06740",20,22,13,49,50,18,37,30,38,57,49,57,13,26,11,22,16,20,25,14,32,22,20,19
"1461","Chr12+3282174","LOC_Os12g06740",10,1,7,1,1,1,2,1,0,2,3,1,1,1,1,1,2,0,0,0,0,0,1,0
"1462","Chr12+3283710","LOC_Os12g06740",5,20,22,1,1,1,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"1463","Chr12+3749505","LOC_Os12g07530",0,0,0,2,0,1,0,0,0,2,2,0,2,1,2,2,1,2,7,6,4,1,0,0
"1464","Chr12+3746719","LOC_Os12g07530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,33,0,0,0
"1465","Chr12+3749396","LOC_Os12g07530",46,76,58,39,35,35,40,60,48,76,86,64,34,38,34,50,47,45,40,7,104,39,52,35
"1466","Chr12+4047258","LOC_Os12g07970",0,3,0,66,75,72,20,24,18,31,28,28,76,84,76,30,25,19,4,5,8,90,87,86
"1467","Chr12+4045378","LOC_Os12g07970",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,5,1,0,0,0
"1468","Chr12+6613717","LOC_Os12g12080",3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1469","Chr12+6614674","LOC_Os12g12080",2,3,4,1,0,2,4,7,4,1,0,1,1,0,2,0,0,0,18,7,2,0,0,0
"1470","Chr12+6896836","LOC_Os12g12514",0,0,0,16,16,17,5,6,6,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0
"1471","Chr12+6893643","LOC_Os12g12514",3,2,3,1,1,1,3,3,2,0,0,0,0,1,0,0,0,0,0,1,3,1,0,0
"1472","Chr12+9365201","LOC_Os12g16350",47,35,71,112,82,100,118,109,131,75,73,70,91,101,98,133,126,135,55,36,86,153,132,174
"1473","Chr12+9353036","LOC_Os12g16350",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1
"1474","Chr12+9353561","LOC_Os12g16350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37,4,0,0,0
"1475","Chr12+9355781","LOC_Os12g16350",3,9,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1476","Chr12+9365494","LOC_Os12g16350",234,106,172,169,107,130,225,239,217,300,247,185,135,147,143,150,121,141,105,37,39,113,102,104
"1477","Chr12+9360849","LOC_Os12g16350",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1478","Chr12+9357549","LOC_Os12g16350",5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1479","Chr12-10454469","LOC_Os12g18130",5,14,14,7,4,8,4,6,5,2,2,2,2,1,5,23,19,20,13,56,12,5,9,7
"1480","Chr12-10457007","LOC_Os12g18130",0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,15,13,10,30,56,43,0,0,0
"1481","Chr12-10457465","LOC_Os12g18130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,15,15,13,0,0,0
"1482","Chr12-10454645","LOC_Os12g18130",0,5,1,0,0,0,0,0,0,0,2,1,0,0,0,5,4,6,0,0,0,3,0,1
"1483","Chr12-10468305","LOC_Os12g18150",3,8,3,24,17,24,1,9,22,10,17,6,16,21,13,5,4,10,0,0,0,19,18,18
"1484","Chr12-10468185","LOC_Os12g18150",1,0,0,6,3,6,3,6,3,3,2,5,11,9,9,0,0,1,50,0,26,1,1,2
"1485","Chr12-11194013","LOC_Os12g19304",72,70,73,46,50,47,152,117,132,48,71,64,19,21,20,23,8,18,118,124,9,4,1,10
"1486","Chr12-11198317","LOC_Os12g19304",0,0,1,0,0,2,2,1,3,1,0,1,2,2,3,3,1,0,6,8,7,1,0,0
"1487","Chr12-11196962","LOC_Os12g19304",3,3,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0
"1488","Chr12-11201831","LOC_Os12g19304",7,4,2,13,12,15,4,6,5,4,3,4,1,1,2,1,0,1,0,0,0,3,3,2
"1489","Chr12+11321756","LOC_Os12g19470",0,0,0,44,46,40,86,91,72,53,55,44,0,0,1,0,0,0,1,0,1,4,0,3
"1490","Chr12+11321355","LOC_Os12g19470",0,0,0,7571,6153,6746,8687,8458,9023,4781,3321,4367,27,29,33,152,124,121,1721,125,699,360,348,342
"1491","Chr12+11322506","LOC_Os12g19470",0,0,0,802,880,825,3660,3923,3609,1562,1131,1275,5,6,7,3,3,5,106,91,157,8,3,5
"1492","Chr12+12207528","LOC_Os12g21710",6,8,6,4,3,2,6,16,6,5,4,5,3,1,3,2,2,1,0,0,0,0,0,2
"1493","Chr12+12207877","LOC_Os12g21710",4,0,8,2,0,0,2,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0
"1494","Chr12+12207782","LOC_Os12g21710",0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"1495","Chr12+12207625","LOC_Os12g21710",52,17,30,52,55,57,72,82,95,67,43,54,19,17,19,12,11,11,32,0,8,21,7,8
"1496","Chr12-13815960","LOC_Os12g24250",5,23,12,0,0,0,4,3,1,0,0,0,0,0,1,3,4,2,0,0,0,2,2,0
"1497","Chr12-13828653","LOC_Os12g24250",4,1,7,5,2,5,3,0,1,1,0,0,0,1,0,1,1,1,5,0,0,0,2,1
"1498","Chr12-13815588","LOC_Os12g24250",0,0,1,15,17,19,5,9,4,2,10,15,13,15,20,14,14,12,0,0,0,13,14,14
"1499","Chr12-13815787","LOC_Os12g24250",51,56,75,89,104,101,56,62,55,42,56,57,128,122,87,123,117,98,50,29,159,123,93,104
"1500","Chr12+14057489","LOC_Os12g24580",0,0,0,11,14,15,7,6,3,0,0,0,17,26,17,0,1,0,7,12,8,0,1,1
"1501","Chr12+14057369","LOC_Os12g24580",6,16,12,64,66,92,59,54,62,26,32,24,149,136,153,6,6,5,0,0,0,14,19,11
"1502","Chr12-17406580","LOC_Os12g29340",75,47,51,13,12,10,14,14,12,10,9,11,43,38,42,84,98,89,19,35,12,24,16,22
"1503","Chr12-17406833","LOC_Os12g29340",13,13,12,35,32,42,13,21,13,21,23,23,29,75,72,17,19,22,14,14,5,26,31,28
"1504","Chr12-17406245","LOC_Os12g29340",5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0
"1505","Chr12-17406200","LOC_Os12g29340",3,3,3,0,2,0,0,0,0,0,0,0,1,3,3,3,5,8,0,0,0,0,0,0
"1506","Chr12+18005089","LOC_Os12g30060",40,39,72,23,10,15,19,46,21,25,23,28,43,40,43,50,41,64,48,57,75,40,45,40
"1507","Chr12+18005230","LOC_Os12g30060",21,9,11,4,0,1,4,2,2,8,3,2,2,3,4,2,2,2,0,0,0,2,8,3
"1508","Chr12+19537195","LOC_Os12g32380",15,28,13,0,0,0,5,1,0,1,0,0,1,2,1,0,0,0,0,0,0,2,1,0
"1509","Chr12+19538293","LOC_Os12g32380",494,457,465,652,657,599,228,212,207,280,271,273,1042,1282,1142,458,406,455,29,249,340,732,683,711
"1510","Chr12+19612842","LOC_Os12g32499",19,1,3,0,0,0,0,0,0,0,2,2,0,0,0,3,2,3,0,0,0,2,2,2
"1511","Chr12+19622926","LOC_Os12g32499",4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,10,23,12,1,8,10,5,5,5
"1512","Chr12+19613073","LOC_Os12g32499",2,4,0,0,0,0,1,2,4,0,0,0,0,0,0,1,6,4,0,0,0,0,1,1
"1513","Chr12+19619245","LOC_Os12g32499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,13,7,8,1,0,0
"1514","Chr12+19622888","LOC_Os12g32499",1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,1,3,1,2,0,2,2
"1515","Chr12+19620235","LOC_Os12g32499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,20,51,0,0,0
"1516","Chr12+19637033","LOC_Os12g32536",26,22,19,1,4,1,6,0,1,4,2,4,1,0,0,11,5,8,15,16,29,6,3,6
"1517","Chr12+19637926","LOC_Os12g32536",13,8,20,31,26,27,67,41,36,71,64,70,15,12,10,79,85,60,86,118,243,40,52,35
"1518","Chr12+19637741","LOC_Os12g32536",1,2,1,1,0,2,0,0,1,1,1,1,1,1,2,4,6,6,30,17,28,1,1,0
"1519","Chr12+21639086","LOC_Os12g35580",138,45,125,135,136,127,99,98,67,110,136,134,62,70,70,51,41,42,75,23,6,74,58,67
"1520","Chr12+21639407","LOC_Os12g35580",1,5,2,0,0,0,0,6,1,1,1,0,0,0,0,1,0,0,7,28,14,0,0,0
"1521","Chr12+21638270","LOC_Os12g35580",1,0,2,16,13,19,10,11,6,10,8,9,6,4,8,24,23,15,29,38,30,3,4,4
"1522","Chr12+21639209","LOC_Os12g35580",22,18,12,22,15,17,9,14,2,7,5,9,10,10,19,10,10,11,4,3,0,1,4,10
"1523","Chr12+22599177","LOC_Os12g36870",0,0,0,5,2,3,0,0,0,3,0,4,0,0,0,5,7,3,0,0,1,1,1,1
"1524","Chr12+22598292","LOC_Os12g36870",0,0,0,7,12,2,13,0,2,2,2,3,0,0,0,3,3,2,0,0,0,1,0,0
"1525","Chr12+22598946","LOC_Os12g36870",0,0,0,4,4,4,3,0,4,4,4,3,0,0,0,11,4,5,27,50,26,2,2,1
"1526","Chr12-23307979","LOC_Os12g37939",5,10,7,44,55,38,46,57,68,94,69,110,57,59,58,43,38,39,65,23,60,8,16,15
"1527","Chr12-23311351","LOC_Os12g37939",1,0,0,2,5,3,0,1,0,0,0,1,0,2,6,4,6,10,0,0,0,0,0,0
"1528","Chr12-23313189","LOC_Os12g37939",1,2,0,3,4,3,1,0,1,16,2,13,4,2,3,3,5,5,0,0,0,4,3,4
"1529","Chr12-23313380","LOC_Os12g37939",0,0,0,0,0,0,1,0,6,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
"1530","Chr12-23307912","LOC_Os12g37939",2,2,0,59,58,67,33,51,55,38,57,47,49,65,89,23,35,25,28,73,38,22,17,18
"1531","Chr12-23308079","LOC_Os12g37939",2,2,0,0,0,1,6,1,2,0,0,0,0,2,1,0,0,0,10,6,4,0,0,0
"1532","Chr12-23313480","LOC_Os12g37939",0,0,0,0,0,0,1,1,0,2,0,1,1,0,1,3,1,1,0,0,0,1,2,1
"1533","Chr12-23314403","LOC_Os12g37939",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
"1534","Chr12+23637533","LOC_Os12g38490",21,37,32,65,48,68,97,50,92,123,127,103,57,63,61,38,30,34,20,34,67,73,72,72
"1535","Chr12+23637140","LOC_Os12g38490",36,30,49,24,21,27,8,4,10,21,25,21,81,78,52,19,19,20,71,55,50,43,44,45
"1536","Chr12+24934775","LOC_Os12g40279",2,1,1,2,3,2,8,3,4,1,2,0,3,3,3,1,2,0,0,10,5,1,1,1
"1537","Chr12+24943616","LOC_Os12g40279",82,88,91,94,45,94,73,94,95,114,108,114,41,38,37,65,54,58,4,4,17,73,68,71
"1538","Chr12+24925960","LOC_Os12g40279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,16,1,1,0
"1539","Chr12+24950649","LOC_Os12g40279",64,16,20,48,50,48,151,144,157,101,106,103,56,48,46,160,160,180,684,375,714,58,45,33
"1540","Chr12-26629913","LOC_Os12g42860",0,0,0,7,10,8,1,2,1,19,20,6,7,2,7,7,4,5,14,7,16,11,13,12
