"","chrstrandcoord","gene","dry_seed1","dry_seed2","dry_seed3","endosperm1","endosperm2","endosperm3","leaf_20days1","leaf_20days2","leaf_20days3","leaf_60days1","leaf_60days2","leaf_60days3","stem_60days1","stem_60days2","stem_60days3","root_60days1","root_60days2","root_60days3","anther1","anther2","anther3","mature_pollen1","mature_pollen2","mature_pollen3"
"1349","Chr10+10939619","LOC_Os10g21360",0,1,0,0,0,0,1,0,2,4,5,5,1,2,4,3,2,2,18,15,15,2,2,2
"1350","Chr10+10939127","LOC_Os10g21360",5,3,1,5,4,17,0,0,3,2,5,3,1,3,0,4,0,0,20,19,18,5,6,11
"1351","Chr10-12113419","LOC_Os10g23220",1,1,3,0,0,0,0,4,5,1,1,1,3,3,3,0,0,0,0,1,1,0,0,0
"1352","Chr10-12113671","LOC_Os10g23220",85,90,85,79,87,93,204,206,218,138,157,158,143,134,140,124,121,117,128,112,123,293,30,219
"1353","Chr10-14434210","LOC_Os10g27350",24,5,1,16,10,23,0,1,2,1,2,1,1,0,0,1,2,3,6,10,14,0,0,0
"1354","Chr10-14433996","LOC_Os10g27350",2,3,4,4,5,8,0,0,0,2,0,0,2,3,4,1,1,1,9,0,2,0,0,0
"1355","Chr10-14433939","LOC_Os10g27350",6,7,16,6,7,12,4,3,6,3,2,3,1,2,2,0,4,8,11,13,12,0,0,0
"1356","Chr10-14434091","LOC_Os10g27350",3,1,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0
"1357","Chr10+14735849","LOC_Os10g28320",1,7,3,8,5,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,14,7
"1358","Chr10+14736607","LOC_Os10g28320",1,4,3,0,1,0,8,14,20,15,14,15,17,18,15,16,18,12,3,5,4,17,10,43
"1359","Chr10-15806659","LOC_Os10g30410",0,0,0,0,0,0,0,0,0,2,3,1,1,6,6,2,3,2,0,0,0,0,0,0
"1360","Chr10-15808091","LOC_Os10g30410",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1361","Chr10+16185233","LOC_Os10g31000",4,2,2,1,5,3,8,4,7,6,5,5,0,3,0,3,10,3,8,6,7,160,188,251
"1362","Chr10+16184930","LOC_Os10g31000",457,759,536,654,598,656,253,306,308,242,254,256,229,297,281,339,337,351,338,373,266,160,16,65
"1363","Chr10+16185132","LOC_Os10g31000",1,0,2,5,23,9,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1364","Chr10-17365233","LOC_Os10g33140",0,1,5,0,0,0,0,0,2,6,5,5,6,4,4,4,4,8,0,0,0,0,0,0
"1365","Chr10-17365058","LOC_Os10g33140",1,3,0,0,0,0,11,10,12,47,58,52,79,71,79,34,48,36,1,3,3,10,24,8
"1366","Chr10-18852127","LOC_Os10g35280",6,3,3,1,1,0,0,2,1,3,1,1,2,12,5,7,11,6,4,4,3,0,0,0
"1367","Chr10-18852306","LOC_Os10g35280",68,54,57,37,41,33,41,15,22,35,39,38,47,42,35,35,27,30,43,42,32,19,26,5
"1368","Chr10-20398744","LOC_Os10g38090",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"1369","Chr10-20394794","LOC_Os10g38090",3,0,3,1,2,0,1,0,3,2,1,6,18,10,16,103,100,94,0,1,2,24,12,23
"1370","Chr10-20398654","LOC_Os10g38090",0,0,0,0,0,0,4,0,2,1,2,1,0,0,0,0,1,0,0,0,0,8,13,2
"1371","Chr10-20394583","LOC_Os10g38090",0,0,0,0,0,0,0,0,0,2,0,2,0,1,1,3,0,3,0,0,0,0,0,0
"1372","Chr10+21297464","LOC_Os10g39780",25,33,32,49,60,71,51,33,13,42,27,39,41,25,35,309,295,322,63,67,56,51,53,76
"1373","Chr10+21296001","LOC_Os10g39780",3,3,5,0,0,4,0,0,0,0,0,0,0,0,0,8,7,1,0,0,1,0,0,0
"1374","Chr10+21297186","LOC_Os10g39780",7,5,2,1,1,3,0,0,1,0,0,0,1,1,0,6,7,6,2,1,0,0,0,0
"1375","Chr10+21296057","LOC_Os10g39780",0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,13,13,11,1,1,1,0,0,0
"1376","Chr10+21419826","LOC_Os10g39980",5,0,0,1,0,0,0,0,0,1,1,2,355,340,357,147,159,139,4,4,7,35,42,0
"1377","Chr10+21418944","LOC_Os10g39980",1,0,1,0,0,0,2,0,0,3,4,3,0,0,0,1,1,2,0,0,1,41,45,31
"1378","Chr10+21419454","LOC_Os10g39980",0,0,0,0,1,1,0,0,0,0,0,0,9,9,10,12,14,12,0,1,0,0,0,0
"1379","Chr10-22128462","LOC_Os10g41200",99,91,105,164,133,129,477,515,523,537,329,668,326,355,362,224,243,242,153,153,145,400,250,55
"1380","Chr10-22128231","LOC_Os10g41200",5,7,3,0,0,0,2,3,4,5,4,11,0,0,1,1,2,2,5,1,3,0,0,0
"1381","Chr10+22277853","LOC_Os10g41440",182,179,182,201,233,228,90,76,63,69,63,67,68,65,73,47,64,63,42,45,43,48,114,103
"1382","Chr10+22277999","LOC_Os10g41440",40,28,17,45,45,39,14,53,51,37,69,37,46,37,42,48,48,57,11,17,13,25,64,31
"1383","Chr10-22777648","LOC_Os10g42299",13,14,14,14,16,43,0,2,2,4,4,4,2,2,8,11,35,11,152,132,121,433,74,317
"1384","Chr10-22774960","LOC_Os10g42299",0,4,3,5,12,4,2080,2169,1807,1439,974,883,221,190,252,30,26,23,5,3,4,52,153,125
"1385","Chr10-22777387","LOC_Os10g42299",7,8,21,12,3,16,0,0,0,3,4,0,0,0,0,5,4,8,8,5,4,6,21,13
"1386","Chr10-22777155","LOC_Os10g42299",16,13,13,36,17,35,0,0,0,1,0,1,0,4,0,5,6,8,2,2,3,0,0,0
"1387","Chr10+22935980","LOC_Os10g42520",0,0,0,0,2,0,3,2,1,0,1,0,0,1,0,3,1,1,0,1,0,0,0,0
"1388","Chr10+22935741","LOC_Os10g42520",0,1,0,4,2,3,5,11,10,6,3,6,0,1,0,8,5,10,10,9,1,26,49,59
"1389","Chr10-23037176","LOC_Os10g42710",0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,0,0,0,3,2,0
"1390","Chr10-23035366","LOC_Os10g42710",154,297,223,313,210,243,718,680,728,953,899,859,673,713,683,659,699,680,271,235,301,322,360,336
"1391","Chr10-23037915","LOC_Os10g42710",4,4,6,5,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"1392","Chr11-304779","LOC_Os11g01530",2,1,2,8,13,2,19,13,17,49,65,76,30,28,35,1,2,1,16,9,15,16,6,8
"1393","Chr11-305061","LOC_Os11g01530",43,70,56,62,69,75,201,189,182,738,768,757,555,586,558,27,27,33,118,89,105,118,15,134
"1394","Chr11-306384","LOC_Os11g01530",2,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,10,1,5
"1395","Chr11-605820","LOC_Os11g02180",0,1,1,8,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1396","Chr11-602761","LOC_Os11g02180",0,0,0,0,0,0,5,4,0,2,0,0,0,0,0,1,0,1,1,0,0,5,14,0
"1397","Chr11-947702","LOC_Os11g02830",0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,1,10
"1398","Chr11-947562","LOC_Os11g02830",0,2,2,1,6,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,2,0,0,0
"1399","Chr11+2237175","LOC_Os11g05100",5,0,4,8,4,4,5,2,3,2,1,0,1,1,1,1,1,0,0,1,0,2,9,5
"1400","Chr11+2239027","LOC_Os11g05100",43,46,42,61,89,66,35,32,33,16,21,37,26,28,29,50,57,58,36,73,67,639,593,623
"1401","Chr11+2239156","LOC_Os11g05100",0,0,0,0,1,1,0,0,0,0,0,0,2,2,1,0,0,1,2,1,2,9,5,9
"1402","Chr11+2238761","LOC_Os11g05100",10,0,3,15,6,8,0,1,0,0,0,0,0,0,0,0,1,0,2,1,2,21,6,10
"1403","Chr11-2748523","LOC_Os11g05870",12,18,12,8,5,8,0,2,1,5,1,7,4,4,3,20,17,20,7,16,12,1,5,0
"1404","Chr11-2746377","LOC_Os11g05870",30,27,40,29,21,18,23,13,17,25,25,22,33,35,36,98,98,108,61,62,61,29,18,21
"1405","Chr11-2748250","LOC_Os11g05870",2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,8,7,4
"1406","Chr11+3338754","LOC_Os11g06810",5,8,16,4,0,6,6,4,5,1,3,4,0,4,3,2,2,2,7,8,8,17,9,0
"1407","Chr11+3338926","LOC_Os11g06810",0,1,2,2,2,3,20,5,0,9,9,8,1,8,6,6,5,7,11,16,11,0,2,0
"1408","Chr11+3339029","LOC_Os11g06810",0,0,0,2,3,2,10,1,2,4,3,2,2,2,1,1,2,1,4,2,2,0,0,0
"1409","Chr11+4091045","LOC_Os11g07912",0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0
"1410","Chr11+4090550","LOC_Os11g07912",28,29,18,6,6,5,1,1,0,0,0,0,1,0,0,49,44,32,95,96,104,15,59,0
"1411","Chr11-4866489","LOC_Os11g09140",57,9,37,9,3,4,89,77,73,102,102,99,35,41,29,56,52,51,31,39,37,16,32,61
"1412","Chr11-4866685","LOC_Os11g09140",0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,49,47,6
"1413","Chr11-6204078","LOC_Os11g11210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,15,5,11,5
"1414","Chr11-6202357","LOC_Os11g11210",0,0,0,1,3,2,4,1,2,0,1,0,0,0,0,1,0,1,0,0,1,15,5,5
"1415","Chr11-6204643","LOC_Os11g11210",13,17,8,14,20,7,0,0,0,0,1,0,5,5,6,1,1,0,3,18,11,40,46,37
"1416","Chr11-6204288","LOC_Os11g11210",1,0,1,0,1,1,0,0,0,2,1,0,9,3,10,2,2,2,9,17,14,25,15,31
"1417","Chr11-6201124","LOC_Os11g11210",0,0,0,0,0,0,37,49,43,31,31,28,15,14,11,2,3,2,2,2,1,0,0,0
"1418","Chr11-6201292","LOC_Os11g11210",1,1,0,4,11,7,31,37,18,42,50,36,2,3,1,4,2,4,2,0,1,2,5,1
"1419","Chr11-8169430","LOC_Os11g14544",16,17,6,1,0,0,5,7,12,0,1,0,3,5,3,0,2,2,1,1,1,0,0,0
"1420","Chr11-8169613","LOC_Os11g14544",0,0,0,2,1,1,1,0,0,4,4,1,4,2,3,3,16,20,2,3,6,7,15,12
"1421","Chr11-8163386","LOC_Os11g14544",266,293,264,301,309,289,621,654,721,797,801,799,506,516,536,372,372,371,326,319,318,41,81,247
"1422","Chr11-8165977","LOC_Os11g14544",10,6,5,4,7,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"1423","Chr11-8163269","LOC_Os11g14544",0,0,0,1,1,0,3,3,3,5,4,2,0,1,0,3,3,3,1,1,3,0,0,0
"1424","Chr11+9810447","LOC_Os11g17600",0,0,0,0,6,1,0,0,0,1,1,1,0,0,0,0,0,0,28,29,29,6,8,18
"1425","Chr11+9810290","LOC_Os11g17600",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,15,15,10,7,21
"1426","Chr11+9810001","LOC_Os11g17600",1,6,6,3,4,0,3,2,0,1,0,0,4,2,2,2,1,3,363,389,366,22,169,73
"1427","Chr11+9806650","LOC_Os11g17600",2,0,1,2,2,2,0,0,0,3,0,3,0,0,0,0,0,1,0,2,2,2,1,0
"1428","Chr11+9809923","LOC_Os11g17600",0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,1,1,44,44,52,6,12,5
"1429","Chr11+11411296","LOC_Os11g19800",4,3,0,0,0,1,6,9,3,10,8,3,7,12,14,12,6,13,8,8,8,26,5,10
"1430","Chr11+11411169","LOC_Os11g19800",18,15,11,10,18,29,39,42,41,31,35,34,45,43,37,23,22,22,51,53,49,32,15,42
"1431","Chr11+15462352","LOC_Os11g26910",1040,1035,1034,888,1008,866,1231,1139,1158,1163,1317,1170,923,933,929,1326,1385,1065,1305,1197,1340,1341,1072,1369
"1432","Chr11+15460358","LOC_Os11g26910",1,0,1,11,8,6,4,3,1,1,3,0,1,2,4,1,7,10,1,4,1,0,0,0
"1433","Chr11+15668262","LOC_Os11g27240",1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"1434","Chr11+15669323","LOC_Os11g27240",7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,9,0,0,0
"1435","Chr11+15669104","LOC_Os11g27240",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,26,3,28
"1436","Chr11+17725679","LOC_Os11g30484",6,15,17,8,12,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1437","Chr11+17725443","LOC_Os11g30484",59,46,64,42,43,60,29,30,24,53,38,38,56,45,49,21,16,25,21,21,28,0,0,32
"1438","Chr11-19533690","LOC_Os11g33050",31,27,30,41,74,35,5,7,5,3,3,1,3,2,4,33,31,23,13,13,9,0,0,0
"1439","Chr11-19533619","LOC_Os11g33050",4,28,46,18,36,5,19,28,26,2,8,11,7,9,17,80,62,76,12,10,17,3,3,4
"1440","Chr11-19956771","LOC_Os11g34110",0,0,0,1,1,3,250,211,211,135,134,110,26,23,11,66,101,94,54,64,57,4,4,2
"1441","Chr11-19961262","LOC_Os11g34110",0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,2,0,1,6,4,1
"1442","Chr11-20030035","LOC_Os11g34210",7,3,5,0,0,0,2,1,3,5,2,2,1,0,3,2,0,0,2,1,3,0,0,0
"1443","Chr11-20029922","LOC_Os11g34210",8,0,11,13,13,6,58,51,68,69,67,68,30,25,29,24,23,29,47,36,38,38,11,26
"1444","Chr11+23217430","LOC_Os11g38990",9,12,8,0,4,8,119,58,110,53,64,76,47,47,43,41,51,33,41,57,45,37,13,65
"1445","Chr11+23215966","LOC_Os11g38990",2,1,2,5,1,5,1,0,2,0,0,1,0,0,1,2,0,3,3,2,0,0,1,1
"1446","Chr11-26553199","LOC_Os11g43970",72,72,77,77,130,103,5,6,5,5,8,6,4,7,6,3,6,5,32,38,20,57,49,23
"1447","Chr11-26563294","LOC_Os11g43970",2,1,2,3,4,4,6,2,9,4,2,1,3,11,8,9,0,4,2,3,1,21,18,23
"1448","Chr11-26553039","LOC_Os11g43970",190,218,265,234,191,379,214,214,204,230,206,188,210,178,176,111,91,79,196,187,170,175,83,162
"1449","Chr12-954490","LOC_Os12g02720",6,3,1,0,1,0,3,7,2,8,9,8,3,2,6,6,14,15,3,7,3,0,0,0
"1450","Chr12-954320","LOC_Os12g02720",0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,2,0,2,1,2,0,12,4
"1451","Chr12+1807491","LOC_Os12g04260",6,9,11,8,8,8,52,35,31,19,21,21,7,6,5,0,1,2,23,15,20,34,9,0
"1452","Chr12+1807390","LOC_Os12g04260",4,4,3,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1453","Chr12-2012887","LOC_Os12g04740",5,6,9,20,17,37,3,0,0,6,6,2,12,15,8,16,14,19,6,2,3,0,0,0
"1454","Chr12-2013584","LOC_Os12g04740",0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1
"1455","Chr12-2012992","LOC_Os12g04740",39,32,30,22,31,41,1,2,6,6,12,7,7,10,11,17,18,18,9,9,10,5,7,8
"1456","Chr12-2215942","LOC_Os12g05050",696,751,637,650,559,640,946,929,1037,1053,1260,1162,1118,1173,1142,174,184,200,32,37,31,81,265,80
"1457","Chr12-2215820","LOC_Os12g05050",12,12,16,8,29,4,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1458","Chr12+3283204","LOC_Os12g06740",48,30,47,46,49,19,32,40,35,46,52,57,18,14,14,15,9,4,14,12,10,1,24,29
"1459","Chr12+3283410","LOC_Os12g06740",1,0,4,0,4,22,1,3,0,8,1,5,0,2,2,1,2,0,2,0,4,30,11,28
"1460","Chr12+3282349","LOC_Os12g06740",20,22,13,22,13,19,37,30,38,57,49,57,22,36,23,26,29,30,22,16,20,25,14,32
"1461","Chr12+3282174","LOC_Os12g06740",10,1,7,2,10,15,2,1,0,2,3,1,1,0,0,0,0,0,1,2,0,0,0,0
"1462","Chr12+3283710","LOC_Os12g06740",5,20,22,17,14,14,1,1,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0
"1463","Chr12+3749505","LOC_Os12g07530",0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,2,1,2,7,6,4
"1464","Chr12+3746719","LOC_Os12g07530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,33
"1465","Chr12+3749396","LOC_Os12g07530",46,76,58,69,1,14,40,60,48,76,86,64,45,47,67,23,8,26,50,47,45,40,7,104
"1466","Chr12+4047258","LOC_Os12g07970",0,3,0,3,0,3,20,24,18,31,28,28,38,40,41,49,62,47,30,25,19,4,5,8
"1467","Chr12+4045378","LOC_Os12g07970",0,0,0,0,2,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,3,5,1
"1468","Chr12+6613717","LOC_Os12g12080",3,2,5,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1469","Chr12+6614674","LOC_Os12g12080",2,3,4,0,1,1,4,7,4,1,0,1,0,1,0,1,1,4,0,0,0,18,7,2
"1470","Chr12+6896836","LOC_Os12g12514",0,0,0,0,0,0,5,6,6,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0
"1471","Chr12+6893643","LOC_Os12g12514",3,2,3,1,1,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"1472","Chr12+9365201","LOC_Os12g16350",47,35,71,165,92,6,118,109,131,75,73,70,95,98,98,62,107,87,133,126,135,55,36,86
"1473","Chr12+9353036","LOC_Os12g16350",2,0,1,8,5,6,0,0,0,0,0,0,0,1,0,2,0,1,1,1,0,0,0,0
"1474","Chr12+9353561","LOC_Os12g16350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37,4
"1475","Chr12+9355781","LOC_Os12g16350",3,9,3,1,10,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1476","Chr12+9365494","LOC_Os12g16350",234,106,172,296,202,271,225,239,217,300,247,185,195,200,200,150,85,80,150,121,141,105,37,39
"1477","Chr12+9360849","LOC_Os12g16350",0,0,0,4,2,13,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"1478","Chr12+9357549","LOC_Os12g16350",5,6,6,8,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1479","Chr12-10454469","LOC_Os12g18130",5,14,14,7,2,6,4,6,5,2,2,2,6,7,11,0,6,9,23,19,20,13,56,12
"1480","Chr12-10457007","LOC_Os12g18130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,10,30,56,43
"1481","Chr12-10457465","LOC_Os12g18130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,15,15,13
"1482","Chr12-10454645","LOC_Os12g18130",0,5,1,0,7,2,0,0,0,0,2,1,2,1,1,0,0,0,5,4,6,0,0,0
"1483","Chr12-10468305","LOC_Os12g18150",3,8,3,0,39,14,1,9,22,10,17,6,9,8,8,7,6,6,5,4,10,0,0,0
"1484","Chr12-10468185","LOC_Os12g18150",1,0,0,1,1,6,3,6,3,3,2,5,0,0,0,2,2,1,0,0,1,50,0,26
"1485","Chr12-11194013","LOC_Os12g19304",72,70,73,21,166,1,152,117,132,48,71,64,51,48,50,65,65,45,23,8,18,118,124,9
"1486","Chr12-11198317","LOC_Os12g19304",0,0,1,1,0,0,2,1,3,1,0,1,0,0,0,0,3,2,3,1,0,6,8,7
"1487","Chr12-11196962","LOC_Os12g19304",3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,3,0,3
"1488","Chr12-11201831","LOC_Os12g19304",7,4,2,2,8,1,4,6,5,4,3,4,1,2,3,1,1,0,1,0,1,0,0,0
"1489","Chr12+11321756","LOC_Os12g19470",0,0,0,2,3,3,86,91,72,53,55,44,6,3,8,0,0,0,0,0,0,1,0,1
"1490","Chr12+11321355","LOC_Os12g19470",0,0,0,82,69,25,8687,8458,9023,4781,3321,4367,1032,1008,1050,2,4,7,152,124,121,1721,125,699
"1491","Chr12+11322506","LOC_Os12g19470",0,0,0,6,7,14,3660,3923,3609,1562,1131,1275,256,222,247,0,0,0,3,3,5,106,91,157
"1492","Chr12+12207528","LOC_Os12g21710",6,8,6,13,8,14,6,16,6,5,4,5,2,6,2,0,0,1,2,2,1,0,0,0
"1493","Chr12+12207877","LOC_Os12g21710",4,0,8,2,10,1,2,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0
"1494","Chr12+12207782","LOC_Os12g21710",0,0,0,13,5,12,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1495","Chr12+12207625","LOC_Os12g21710",52,17,30,50,56,43,72,82,95,67,43,54,36,39,32,6,13,18,12,11,11,32,0,8
"1496","Chr12-13815960","LOC_Os12g24250",5,23,12,22,9,20,4,3,1,0,0,0,0,0,0,0,1,0,3,4,2,0,0,0
"1497","Chr12-13828653","LOC_Os12g24250",4,1,7,3,2,4,3,0,1,1,0,0,0,0,0,0,4,2,1,1,1,5,0,0
"1498","Chr12-13815588","LOC_Os12g24250",0,0,1,7,11,0,5,9,4,2,10,15,5,9,7,9,11,10,14,14,12,0,0,0
"1499","Chr12-13815787","LOC_Os12g24250",51,56,75,25,52,41,56,62,55,42,56,57,47,49,55,53,63,67,123,117,98,50,29,159
"1500","Chr12+14057489","LOC_Os12g24580",0,0,0,2,2,0,7,6,3,0,0,0,0,0,1,9,10,10,0,1,0,7,12,8
"1501","Chr12+14057369","LOC_Os12g24580",6,16,12,36,9,26,59,54,62,26,32,24,23,27,40,119,87,136,6,6,5,0,0,0
"1502","Chr12-17406580","LOC_Os12g29340",75,47,51,97,18,90,14,14,12,10,9,11,28,19,21,26,37,46,84,98,89,19,35,12
"1503","Chr12-17406833","LOC_Os12g29340",13,13,12,13,11,34,13,21,13,21,23,23,42,42,40,35,64,27,17,19,22,14,14,5
"1504","Chr12-17406245","LOC_Os12g29340",5,6,6,6,12,9,0,0,0,0,0,0,0,0,0,1,0,0,5,4,0,0,0,0
"1505","Chr12-17406200","LOC_Os12g29340",3,3,3,6,2,0,0,0,0,0,0,0,1,0,0,1,2,0,3,5,8,0,0,0
"1506","Chr12+18005089","LOC_Os12g30060",40,39,72,49,50,39,19,46,21,25,23,28,55,53,55,37,27,37,50,41,64,48,57,75
"1507","Chr12+18005230","LOC_Os12g30060",21,9,11,15,19,13,4,2,2,8,3,2,7,6,6,5,5,4,2,2,2,0,0,0
"1508","Chr12+19537195","LOC_Os12g32380",15,28,13,31,17,32,5,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"1509","Chr12+19538293","LOC_Os12g32380",494,457,465,376,264,371,228,212,207,280,271,273,374,330,420,987,958,951,458,406,455,29,249,340
"1510","Chr12+19612842","LOC_Os12g32499",19,1,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,2,3,0,0,0
"1511","Chr12+19622926","LOC_Os12g32499",4,6,2,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,10,23,12,1,8,10
"1512","Chr12+19613073","LOC_Os12g32499",2,4,0,3,7,0,1,2,4,0,0,0,0,0,0,0,0,0,1,6,4,0,0,0
"1513","Chr12+19619245","LOC_Os12g32499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,13,7,8
"1514","Chr12+19622888","LOC_Os12g32499",1,2,0,5,4,5,0,1,0,0,0,0,0,0,0,0,1,0,4,3,1,3,1,2
"1515","Chr12+19620235","LOC_Os12g32499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,20,51
"1516","Chr12+19637033","LOC_Os12g32536",26,22,19,1,4,16,6,0,1,4,2,4,6,7,3,0,0,0,11,5,8,15,16,29
"1517","Chr12+19637926","LOC_Os12g32536",13,8,20,16,28,24,67,41,36,71,64,70,47,46,46,33,32,30,79,85,60,86,118,243
"1518","Chr12+19637741","LOC_Os12g32536",1,2,1,2,3,5,0,0,1,1,1,1,2,3,1,2,1,3,4,6,6,30,17,28
"1519","Chr12+21639086","LOC_Os12g35580",138,45,125,141,113,89,99,98,67,110,136,134,101,80,103,43,24,18,51,41,42,75,23,6
"1520","Chr12+21639407","LOC_Os12g35580",1,5,2,2,2,6,0,6,1,1,1,0,1,0,1,2,2,1,1,0,0,7,28,14
"1521","Chr12+21638270","LOC_Os12g35580",1,0,2,1,10,2,10,11,6,10,8,9,2,5,0,8,6,7,24,23,15,29,38,30
"1522","Chr12+21639209","LOC_Os12g35580",22,18,12,13,20,9,9,14,2,7,5,9,11,12,11,4,2,2,10,10,11,4,3,0
"1523","Chr12+22599177","LOC_Os12g36870",0,0,0,0,0,0,0,0,0,3,0,4,2,0,1,0,0,0,5,7,3,0,0,1
"1524","Chr12+22598292","LOC_Os12g36870",0,0,0,0,0,0,13,0,2,2,2,3,5,4,2,0,0,0,3,3,2,0,0,0
"1525","Chr12+22598946","LOC_Os12g36870",0,0,0,0,0,0,3,0,4,4,4,3,6,2,0,0,0,0,11,4,5,27,50,26
"1526","Chr12-23307979","LOC_Os12g37939",5,10,7,0,0,7,46,57,68,94,69,110,52,43,47,38,40,46,43,38,39,65,23,60
"1527","Chr12-23311351","LOC_Os12g37939",1,0,0,0,0,0,0,1,0,0,0,1,1,3,2,3,4,7,4,6,10,0,0,0
"1528","Chr12-23313189","LOC_Os12g37939",1,2,0,0,0,0,1,0,1,16,2,13,11,7,7,8,7,7,3,5,5,0,0,0
"1529","Chr12-23313380","LOC_Os12g37939",0,0,0,0,0,0,1,0,6,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"1530","Chr12-23307912","LOC_Os12g37939",2,2,0,8,5,0,33,51,55,38,57,47,35,32,31,27,29,27,23,35,25,28,73,38
"1531","Chr12-23308079","LOC_Os12g37939",2,2,0,0,0,0,6,1,2,0,0,0,0,0,0,0,1,0,0,0,0,10,6,4
"1532","Chr12-23313480","LOC_Os12g37939",0,0,0,3,0,2,1,1,0,2,0,1,2,3,1,0,1,0,3,1,1,0,0,0
"1533","Chr12-23314403","LOC_Os12g37939",0,0,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1534","Chr12+23637533","LOC_Os12g38490",21,37,32,42,70,66,97,50,92,123,127,103,102,99,106,58,59,56,38,30,34,20,34,67
"1535","Chr12+23637140","LOC_Os12g38490",36,30,49,34,26,21,8,4,10,21,25,21,49,41,53,37,29,32,19,19,20,71,55,50
"1536","Chr12+24934775","LOC_Os12g40279",2,1,1,2,1,2,8,3,4,1,2,0,3,1,0,4,5,2,1,2,0,0,10,5
"1537","Chr12+24943616","LOC_Os12g40279",82,88,91,57,110,96,73,94,95,114,108,114,75,75,66,64,66,46,65,54,58,4,4,17
"1538","Chr12+24925960","LOC_Os12g40279",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,10,16
"1539","Chr12+24950649","LOC_Os12g40279",64,16,20,33,44,13,151,144,157,101,106,103,94,92,95,64,61,49,160,160,180,684,375,714
